"";"orgao";"uniorcam";"funcao";"subfuncao";"programa";"projativ";"rubrica";"recurso_vinculado";"contrapartida_recurso_vinculado";"numero_empenho";"credor";"caracteristica_peculiar";"complemento_recurso_vinculado";"ano_empenho";"cnpj";"data_base";"data_geracao";"entidade";"empenhado";"liquidado";"pago"
"1527";"05";"02";"12";"361";"0002";"02019";"4.4.90.52.42.00.00.000";"0020";"0000";"0202000002019";1623;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";13200;13200;13200
"1528";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.01.01.99.000";"0001";"0000";"0202000000503";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5220,02;5220,02;5220,02
"1529";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.01.01.99.000";"0001";"0000";"0202000001168";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5299,84;5299,84;5299,84
"1530";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.01.01.99.000";"0001";"0000";"0202000001816";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5299,84;5299,84;5299,84
"1531";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.01.01.99.000";"0001";"0000";"0202000002302";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5299,84;5299,84;5299,84
"1532";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.01.01.99.000";"0001";"0000";"0202000002748";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5299,84;5299,84;5299,84
"1533";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.01.01.99.000";"0001";"0000";"0202000003181";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5299,84;5299,84;5299,84
"1534";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.01.01.99.000";"0001";"0000";"0202000003636";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5299,84;5299,84;5299,84
"1535";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.01.01.99.000";"0001";"0000";"0202000004114";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5299,84;5299,84;5299,84
"1536";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.01.01.99.000";"0001";"0000";"0202000004664";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5299,84;5299,84;5299,84
"1537";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.01.01.99.000";"0001";"0000";"0202000005135";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5299,84;5299,84;5299,84
"1538";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.01.01.99.000";"0001";"0000";"0202000005668";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5299,84;5299,84;5299,84
"1539";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.01.01.99.000";"0001";"0000";"0202000006388";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5299,84;5299,84;5299,84
"1540";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.37.00.00.000";"0001";"0000";"0202000000505";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";425,22;425,22;425,22
"1541";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.37.00.00.000";"0001";"0000";"0202000001169";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";425,22;425,22;425,22
"1542";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.37.00.00.000";"0001";"0000";"0202000001817";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";438,01;438,01;438,01
"1543";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.37.00.00.000";"0001";"0000";"0202000002303";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";451,41;451,41;451,41
"1544";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.37.00.00.000";"0001";"0000";"0202000002749";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";451,41;451,41;451,41
"1545";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.37.00.00.000";"0001";"0000";"0202000003182";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";451,41;451,41;451,41
"1546";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.37.00.00.000";"0001";"0000";"0202000003637";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";451,41;451,41;451,41
"1547";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.37.00.00.000";"0001";"0000";"0202000004115";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";451,41;451,41;451,41
"1548";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.37.00.00.000";"0001";"0000";"0202000004665";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";451,41;451,41;451,41
"1549";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.37.00.00.000";"0001";"0000";"0202000005136";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";451,41;451,41;451,41
"1550";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.37.00.00.000";"0001";"0000";"0202000005670";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";451,41;451,41;451,41
"1551";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.37.00.00.000";"0001";"0000";"0202000006389";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";451,41;451,41;451,41
"1552";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.43.00.00.000";"0001";"0000";"0202000006081";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5751,25;5751,25;5751,25
"1553";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.45.00.00.000";"0001";"0000";"0202000000504";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1908,35;1908,35;1908,35
"1554";"05";"02";"12";"361";"0002";"02020";"3.1.90.11.47.00.00.000";"0001";"0000";"0202000005669";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1279,27;1279,27;1279,27
"1555";"05";"02";"12";"361";"0002";"02020";"3.1.90.16.44.01.01.000";"0001";"0000";"0202000002305";213;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";18,28;18,28;18,28
"1556";"05";"02";"12";"361";"0002";"02020";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000000764";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1033,33;1033,33;1033,33
"1557";"05";"02";"12";"361";"0002";"02020";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000001448";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";783,19;783,19;783,19
"1558";"05";"02";"12";"361";"0002";"02020";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000001981";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";784,94;784,94;784,94
"1559";"05";"02";"12";"361";"0002";"02020";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000002476";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";786,77;786,77;786,77
"1560";"05";"02";"12";"361";"0002";"02020";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000002932";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";786,77;786,77;786,77
"1561";"05";"02";"12";"361";"0002";"02020";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003348";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";786,77;786,77;786,77
"1562";"05";"02";"12";"361";"0002";"02020";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000003804";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";920,2;920,2;920,2
"1563";"05";"02";"12";"361";"0002";"02020";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000004325";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";920,2;920,2;920,2
"1564";"05";"02";"12";"361";"0002";"02020";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000004839";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";920,2;920,2;920,2
"1565";"05";"02";"12";"361";"0002";"02020";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000005337";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";920,2;920,2;920,2
"1566";"05";"02";"12";"361";"0002";"02020";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000005852";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";920,2;920,2;920,2
"1567";"05";"02";"12";"361";"0002";"02020";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000006163";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";920,2;920,2;920,2
"1568";"05";"02";"12";"361";"0002";"02020";"3.1.91.13.03.01.00.000";"0001";"0000";"0202000006611";6;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";920,2;920,2;920,2
"1569";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.04.00.00.000";"0001";"0000";"0202000001373";448;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";0;NA;NA
"1570";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000894";4844;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";432;432;432
"1571";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000899";6776;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";178,5;178,5;178,5
"1572";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000902";5658;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";0;NA;NA
"1573";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000907";4598;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";0;NA;NA
"1574";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000908";6746;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";-1,36424205265939e-12;NA;NA
"1575";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000916";6747;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";0;NA;NA
"1576";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000917";5556;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";0;NA;NA
"1577";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000920";5889;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";0;NA;NA
"1578";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.01.000";"0001";"0000";"0202000000924";5449;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";0;NA;NA
"1579";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.01.000";"1001";"0000";"0202000000893";4844;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";275;275;275
"1580";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.01.000";"1001";"0000";"0202000000898";6776;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";85;85;85
"1581";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.01.000";"1001";"0000";"0202000000915";6747;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";0;NA;NA
"1582";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.01.000";"1001";"0000";"0202000002091";5889;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";780;780;780
"1583";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.01.000";"1001";"0000";"0202000002092";6746;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";2442,86;2442,86;2442,86
"1584";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.01.000";"1001";"0000";"0202000002093";5556;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";835,5;835,5;835,5
"1585";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.02.000";"0001";"0000";"0202000000878";678;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";2746,23;2746,23;2746,23
"1586";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.02.000";"0001";"0000";"0202000000882";7414;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1172,21;1172,21;1172,21
"1587";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.02.000";"1001";"0000";"0202000000880";678;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";2862,75;2862,75;2862,75
"1588";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.02.000";"1001";"0000";"0202000000884";7414;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";263,2;263,2;263,2
"1589";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.02.000";"1071";"0000";"0202000000879";678;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";0;NA;NA
"1590";"05";"02";"12";"361";"0002";"02020";"3.3.90.30.07.01.02.000";"1071";"0000";"0202000000883";7414;"000";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";349,8;349,8;349,8
"1591";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000000451";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";89564,27;89564,27;89564,27
"1592";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000000460";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1587,38;1587,38;1587,38
"1593";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000001113";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1587,38;1587,38;1587,38
"1594";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000001120";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";86301,38;86301,38;86301,38
"1595";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000001750";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";86689,5;86689,5;86689,5
"1596";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000001758";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1587,38;1587,38;1587,38
"1597";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000002230";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1587,38;1587,38;1587,38
"1598";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000002237";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";93305,4;93305,4;93305,4
"1599";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000002701";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";92273,12;92273,12;92273,12
"1600";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000002709";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1587,38;1587,38;1587,38
"1601";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000003139";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";84975,27;84975,27;84975,27
"1602";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000003146";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1587,38;1587,38;1587,38
"1603";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000003571";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1587,38;1587,38;1587,38
"1604";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000003577";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";79128,72;79128,72;79128,72
"1605";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000004060";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1587,38;1587,38;1587,38
"1606";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000004067";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";79041,6;79041,6;79041,6
"1607";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000004594";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1587,38;1587,38;1587,38
"1608";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000004600";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";77864,09;77864,09;77864,09
"1609";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000005069";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";79085,69;79085,69;79085,69
"1610";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000005076";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1587,38;1587,38;1587,38
"1611";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000005603";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1587,38;1587,38;1587,38
"1612";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000005609";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";77213,92;77213,92;77213,92
"1613";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000006319";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";77353,54;77353,54;77353,54
"1614";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.01.01.99.000";"0031";"0000";"0202000006329";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";1587,38;1587,38;1587,38
"1615";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.33.00.00.000";"0031";"0000";"0202000000457";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5986,93;5986,93;5986,93
"1616";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.33.00.00.000";"0031";"0000";"0202000001124";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5986,93;5986,93;5986,93
"1617";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.33.00.00.000";"0031";"0000";"0202000001755";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";2389,25;2389,25;2389,25
"1618";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.33.00.00.000";"0031";"0000";"0202000002243";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5723,68;5723,68;5723,68
"1619";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.33.00.00.000";"0031";"0000";"0202000002705";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5723,68;5723,68;5723,68
"1620";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.33.00.00.000";"0031";"0000";"0202000003143";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5723,68;5723,68;5723,68
"1621";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.33.00.00.000";"0031";"0000";"0202000003584";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5407,78;5407,78;5407,78
"1622";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.33.00.00.000";"0031";"0000";"0202000004072";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5197,18;5197,18;5197,18
"1623";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.33.00.00.000";"0031";"0000";"0202000004607";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5065,56;5065,56;5065,56
"1624";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.33.00.00.000";"0031";"0000";"0202000005073";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5197,18;5197,18;5197,18
"1625";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.33.00.00.000";"0031";"0000";"0202000005614";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5328,81;5328,81;5328,81
"1626";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.33.00.00.000";"0031";"0000";"0202000006325";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";5460,43;5460,43;5460,43
"1627";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.37.00.00.000";"0031";"0000";"0202000000455";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";12442,43;12442,43;12442,43
"1628";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.37.00.00.000";"0031";"0000";"0202000000462";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";603,2;603,2;603,2
"1629";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.37.00.00.000";"0031";"0000";"0202000001114";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";603,2;603,2;603,2
"1630";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.37.00.00.000";"0031";"0000";"0202000001123";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";12492,32;12492,32;12492,32
"1631";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.37.00.00.000";"0031";"0000";"0202000001754";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";12689,99;12689,99;12689,99
"1632";"05";"02";"12";"361";"0002";"02119";"3.1.90.11.37.00.00.000";"0031";"0000";"0202000001759";213;"501";"0000";"02020";"87612826000190";2020-12-31;2021-01-13;"PREFEITURA MUNICIPAL INDEPENDENCIA";619,08;619,08;619,08
